1	0	0
2	0	0
5	0	0
8	0	0
9	0	0
11	0	0
16	0	0
17	0	0
27	0	0
30	0	0
31	0	0
32	0	0
35	0	0
36	0	0
37	0	0
39	0	0
41	0	0
43	0	0
45	0	0
53	0	0
57	0	0
68	0	0
69	0	0
70	0	0
76	0	0
82	0	0
85	0	0
87	0	0
88	0	0
89	0	0
96	0	0
104	0	0
112	0	0
118	0	0
123	0	0
124	0	0
125	0	0
127	0	0
136	0	0
143	0	0
144	0	0
150	0	0
157	0	0
164	0	0
171	0	0
175	0	0
177	0	0
178	0	0
181	0	0
184	0	0
186	0	0
192	0	0
194	0	0
199	0	0
200	0	0
204	0	0
213	0	0
214	0	0
216	0	0
219	0	0
220	0	0
224	0	0
228	0	0
236	0	0
237	0	0
243	0	0
245	0	0
251	0	0
253	0	0
268	0	0
285	0	0
289	0	0
292	0	0
312	0	0
322	0	0
332	0	0
333	0	0
334	0	0
337	0	0
338	0	0
340	0	0
341	0	0
343	0	0
352	0	0
357	0	0
367	0	0
370	0	0
371	0	0
374	0	0
378	0	0
379	0	0
387	0	0
390	0	0
393	0	0
418	0	0
419	0	0
421	0	0
422	0	0
429	0	0
433	0	0
434	0	0
435	0	0
437	0	0
440	0	0
448	0	0
449	0	0
450	0	0
456	0	0
463	0	0
467	0	0
476	0	0
483	0	0
486	0	0
490	0	0
501	0	0
504	0	0
506	0	0
508	0	0
517	0	0
525	0	0
532	0	0
537	0	0
542	0	0
547	0	0
549	0	0
551	0	0
553	0	0
555	0	0
568	0	0
571	0	0
574	0	0
585	0	0
588	0	0
591	0	0
594	0	0
596	0	0
597	0	0
601	0	0
605	0	0
609	0	0
612	0	0
614	0	0
617	0	0
619	0	0
626	0	0
628	0	0
637	0	0
641	0	0
648	0	0
654	0	0
656	0	0
660	0	0
662	0	0
668	0	0
671	0	0
674	0	0
682	0	0
694	0	0
697	0	0
699	0	0
701	0	0
716	0	0
718	0	0
720	0	0
723	0	0
726	0	0
730	0	0
733	0	0
737	0	0
740	0	0
743	0	0
745	0	0
748	0	0
750	0	0
761	0	0
763	0	0
765	0	0
770	0	0
775	0	0
777	0	0
788	0	0
791	0	0
793	0	0
804	0	0
808	0	0
813	0	0
819	0	0
821	0	0
823	0	0
825	0	0
829	0	0
830	0	0
832	0	0
843	0	0
853	0	0
855	0	0
857	0	0
859	0	0
870	0	0
872	0	0
874	0	0
876	0	0
878	0	0
881	0	0
895	0	0
902	0	0
904	0	0
907	0	0
909	0	0
914	0	0
916	0	0
920	0	0
923	0	0
927	0	0
931	0	0
933	0	0
935	0	0
938	0	0
944	0	0
948	0	0
949	0	0
951	0	0
953	0	0
955	0	0
958	0	0
960	0	0
962	0	0
965	0	0
967	0	0
973	0	0
975	0	0
982	0	0
984	0	0
987	0	0
989	0	0
999	0	0
1001	0	0
1003	0	0
1005	0	0
1007	0	0
1012	0	0
1013	0	0
1017	0	0
1020	0	0
1024	0	0
1029	0	0
